[Header]
Data File Name	E:\10.10.2022_2022-10-10 Wucherung 1h 50ml$min_01.qgd
Output Date	10.10.2022
Output Time	14:22:58

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	100
# of Points	7032
Start Time(min)	2.000
End Time(min)	13.718
Ret.Time	Absolute Intensity	Relative Intensity
8.215	27801	0.73
8.217	25443	0.67
8.218	24742	0.65
8.220	24817	0.65
8.222	24066	0.63
8.223	24077	0.63
8.225	24408	0.64
8.227	23705	0.62
8.228	24380	0.64
8.230	25323	0.67
8.232	23603	0.62
8.233	21999	0.58
8.235	21988	0.58
8.237	21626	0.57
8.238	20882	0.55
8.240	22001	0.58
8.242	23361	0.61
8.243	23302	0.61
8.245	23071	0.61
8.247	21165	0.56
8.248	20109	0.53
8.250	19922	0.52
8.252	19622	0.52
8.253	17637	0.46
8.255	15581	0.41
8.257	17215	0.45
8.258	21177	0.56
8.260	22309	0.59
8.262	20842	0.55
8.263	19788	0.52
8.265	18558	0.49
8.267	18224	0.48
8.268	20098	0.53
8.270	19853	0.52
8.272	19735	0.52
8.273	19208	0.51
8.275	19971	0.53
8.277	18885	0.50
8.278	16882	0.44
8.280	16928	0.45
8.282	17440	0.46
8.283	18519	0.49
8.285	18994	0.50
8.287	18119	0.48
8.288	19360	0.51
8.290	20720	0.54
8.292	18779	0.49
8.293	17765	0.47
8.295	19717	0.52
8.297	21123	0.56
8.298	22042	0.58
8.300	21559	0.57
8.302	20439	0.54
8.303	20037	0.53
8.305	19648	0.52
8.307	18604	0.49
8.308	18075	0.48
8.310	18290	0.48
8.312	18180	0.48
8.313	18792	0.49
8.315	19430	0.51
8.317	19958	0.52
8.318	21148	0.56
8.320	20701	0.54
8.322	19974	0.53
8.323	20187	0.53
8.325	19830	0.52
8.327	18982	0.50
8.328	18529	0.49
8.330	17854	0.47
8.332	19033	0.50
8.333	20547	0.54
8.335	20934	0.55
8.337	23094	0.61
8.338	26980	0.71
8.340	30084	0.79
8.342	35925	0.94
8.343	42094	1.11
8.345	45963	1.21
8.347	51569	1.36
8.348	59956	1.58
8.350	65666	1.73
8.352	68949	1.81
8.353	70269	1.85
8.355	65450	1.72
8.357	57950	1.52
8.358	52764	1.39
8.360	47545	1.25
8.362	39008	1.03
8.363	33544	0.88
8.365	30278	0.80
8.367	27621	0.73
8.368	25514	0.67
8.370	23272	0.61
8.372	22395	0.59
8.373	21168	0.56
8.375	20903	0.55
8.377	21035	0.55
8.378	20882	0.55
8.380	20123	0.53
8.382	18181	0.48
8.383	18637	0.49
8.385	19741	0.52
8.387	18964	0.50
8.388	18294	0.48
8.390	18290	0.48
8.392	16974	0.45
8.393	15697	0.41
8.395	15730	0.41
8.397	15585	0.41
8.398	15528	0.41
8.400	16513	0.43
8.402	18350	0.48
8.403	17445	0.46
8.405	17587	0.46
8.407	17475	0.46
8.408	16384	0.43
8.410	15578	0.41
8.412	16298	0.43
8.413	17234	0.45
8.415	17133	0.45
8.417	17441	0.46
8.418	17116	0.45
8.420	16088	0.42
8.422	15795	0.42
8.423	17010	0.45
8.425	18190	0.48
8.427	16814	0.44
8.428	16691	0.44
8.430	18066	0.48
8.432	18313	0.48
8.433	18288	0.48
8.435	18359	0.48
8.437	19162	0.50
8.438	19468	0.51
8.440	19109	0.50
8.442	17610	0.46
8.443	17277	0.45
8.445	17464	0.46
8.447	16924	0.45
8.448	17801	0.47
8.450	18607	0.49
8.452	17443	0.46
8.453	15823	0.42
8.455	14942	0.39
8.457	15615	0.41
8.458	15880	0.42
8.460	14257	0.37
8.462	13614	0.36
8.463	14365	0.38
8.465	14572	0.38
8.467	14477	0.38
8.468	14783	0.39
8.470	14888	0.39
8.472	14975	0.39
8.473	15769	0.41
8.475	15138	0.40
8.477	14005	0.37
8.478	14673	0.39
8.480	15942	0.42
8.482	15734	0.41
8.483	16150	0.42
8.485	17835	0.47
8.487	18739	0.49
8.488	19420	0.51
8.490	20554	0.54
8.492	20852	0.55
8.493	21555	0.57
8.495	22364	0.59
8.497	20874	0.55
8.498	20695	0.54
8.500	20111	0.53
8.502	21445	0.56
8.503	21574	0.57
8.505	20379	0.54
8.507	19794	0.52
8.508	19135	0.50
8.510	19384	0.51
8.512	21076	0.55
8.513	21256	0.56
8.515	20084	0.53
8.517	18137	0.48
8.518	17613	0.46
8.520	18414	0.48
8.522	17300	0.46
8.523	16634	0.44
8.525	17163	0.45
8.527	17464	0.46
8.528	17291	0.45
8.530	16986	0.45
8.532	17277	0.45
8.533	18423	0.48
8.535	18414	0.48
8.537	16355	0.43
8.538	16287	0.43
8.540	18189	0.48
8.542	19261	0.51
8.543	20011	0.53
8.545	22054	0.58
8.547	25327	0.67
8.548	29785	0.78
8.550	37355	0.98
8.552	47069	1.24
8.553	57585	1.51
8.555	67894	1.79
8.557	78003	2.05
8.558	90388	2.38
8.560	102970	2.71
8.562	110340	2.90
8.563	111425	2.93
8.565	108446	2.85
8.567	102725	2.70
8.568	93675	2.46
8.570	81751	2.15
8.572	68362	1.80
8.573	54984	1.45
8.575	44588	1.17
8.577	37319	0.98
8.578	31255	0.82
8.580	27076	0.71
8.582	22303	0.59
8.583	20325	0.53
8.585	20244	0.53
8.587	19557	0.51
8.588	17329	0.46
8.590	15588	0.41
8.592	14995	0.39
8.593	15717	0.41
8.595	16297	0.43
8.597	15697	0.41
8.598	14853	0.39
8.600	15012	0.39
8.602	15187	0.40
8.603	15085	0.40
8.605	15358	0.40
8.607	16073	0.42
8.608	16486	0.43
8.610	16133	0.42
8.612	15897	0.42
8.613	15915	0.42
8.615	15574	0.41
8.617	15460	0.41
8.618	15621	0.41
8.620	15810	0.42
8.622	15508	0.41
8.623	14538	0.38
8.625	14482	0.38
8.627	14756	0.39
8.628	14777	0.39
8.630	14648	0.39
8.632	14154	0.37
8.633	14045	0.37
8.635	15443	0.41
8.637	15720	0.41
8.638	14495	0.38
8.640	13766	0.36
8.642	14772	0.39
8.643	16855	0.44
8.645	15431	0.41
8.647	14701	0.39
8.648	15580	0.41
8.650	15775	0.41
8.652	17104	0.45
8.653	15330	0.40
8.655	15249	0.40
8.657	15778	0.41
8.658	15933	0.42
8.660	16796	0.44
8.662	18020	0.47
8.663	17014	0.45
8.665	15569	0.41
8.667	15969	0.42
8.668	15829	0.42
8.670	14699	0.39
8.672	14776	0.39
8.673	14947	0.39
8.675	14670	0.39
8.677	14268	0.38
8.678	14837	0.39
8.680	14552	0.38
8.682	13282	0.35
8.683	14820	0.39
8.685	15221	0.40
8.687	14741	0.39
8.688	14623	0.38
8.690	14584	0.38
8.692	14336	0.38
8.693	14492	0.38
8.695	14611	0.38
8.697	14850	0.39
8.698	15667	0.41
8.700	16272	0.43
8.702	15424	0.41
8.703	13676	0.36
8.705	11999	0.32
8.707	11323	0.30
8.708	10835	0.28
8.710	11446	0.30
8.712	13263	0.35
8.713	14260	0.38
8.715	14934	0.39
8.717	14335	0.38
8.718	12849	0.34
8.720	12905	0.34
8.722	12962	0.34
8.723	12757	0.34
8.725	13051	0.34
8.727	13010	0.34
8.728	13474	0.35
8.730	13833	0.36
8.732	13676	0.36
8.733	13879	0.37
8.735	13351	0.35
8.737	12910	0.34
8.738	13652	0.36
8.740	13959	0.37
8.742	13139	0.35
8.743	13548	0.36
8.745	14521	0.38
8.747	14224	0.37
8.748	14159	0.37
8.750	14762	0.39
8.752	15003	0.39
8.753	14252	0.37
8.755	13896	0.37
8.757	14582	0.38
8.758	14049	0.37
8.760	13892	0.37
8.762	15736	0.41
8.763	16272	0.43
8.765	15459	0.41
8.767	15920	0.42
8.768	15442	0.41
8.770	13549	0.36
8.772	13540	0.36
8.773	14782	0.39
8.775	15247	0.40
8.777	15014	0.39
8.778	14759	0.39
8.780	14542	0.38
8.782	15074	0.40
8.783	15557	0.41
8.785	15346	0.40
8.787	15288	0.40
8.788	14832	0.39
8.790	14474	0.38
8.792	14770	0.39
8.793	14766	0.39
8.795	14374	0.38
8.797	13661	0.36
8.798	14022	0.37
8.800	15298	0.40
8.802	15082	0.40
8.803	14375	0.38
8.805	14354	0.38
8.807	14288	0.38
8.808	14026	0.37
8.810	13864	0.36
8.812	14868	0.39
8.813	17246	0.45
8.815	19136	0.50
8.817	19936	0.52
8.818	21549	0.57
8.820	22759	0.60
8.822	24061	0.63
8.823	25991	0.68
8.825	27503	0.72
8.827	27422	0.72
8.828	27017	0.71
8.830	28161	0.74
8.832	29361	0.77
8.833	29484	0.78
8.835	28857	0.76
8.837	28572	0.75
8.838	27244	0.72
8.840	25157	0.66
8.842	24044	0.63
8.843	24082	0.63
8.845	24508	0.64
8.847	24160	0.64
8.848	23407	0.62
8.850	21770	0.57
8.852	21123	0.56
8.853	20797	0.55
8.855	19895	0.52
8.857	18735	0.49
8.858	18859	0.50
8.860	19390	0.51
8.862	19807	0.52
8.863	19093	0.50
8.865	18546	0.49
8.867	19488	0.51
8.868	20086	0.53
8.870	20726	0.55
8.872	21826	0.57
8.873	21073	0.55
8.875	19800	0.52
8.877	18933	0.50
8.878	19366	0.51
8.880	19931	0.52
8.882	19210	0.51
8.883	17881	0.47
8.885	18086	0.48
8.887	18213	0.48
8.888	17675	0.46
8.890	18421	0.48
8.892	19310	0.51
8.893	19692	0.52
8.895	19817	0.52
8.897	18596	0.49
8.898	18478	0.49
8.900	19021	0.50
8.902	18962	0.50
8.903	18441	0.49
8.905	18656	0.49
8.907	18357	0.48
8.908	16986	0.45
8.910	16705	0.44
8.912	16816	0.44
8.913	17031	0.45
8.915	16683	0.44
8.917	17350	0.46
8.918	19254	0.51
8.920	21978	0.58
8.922	23325	0.61
8.923	23892	0.63
8.925	25894	0.68
8.927	28138	0.74
8.928	27909	0.73
8.930	25921	0.68
8.932	24399	0.64
8.933	23934	0.63
8.935	24020	0.63
8.937	23351	0.61
8.938	22439	0.59
8.940	22223	0.58
8.942	21340	0.56
8.943	18760	0.49
8.945	15696	0.41
8.947	15444	0.41
8.948	17268	0.45
8.950	18121	0.48
8.952	17174	0.45
8.953	17969	0.47
8.955	18989	0.50
8.957	18488	0.49
8.958	18504	0.49
8.960	18994	0.50
8.962	19007	0.50
8.963	19982	0.53
8.965	20793	0.55
8.967	21576	0.57
8.968	21945	0.58
8.970	19880	0.52
8.972	17256	0.45
8.973	16352	0.43
8.975	17151	0.45
8.977	16803	0.44
8.978	15528	0.41
8.980	16190	0.43
8.982	17429	0.46
8.983	18464	0.49
8.985	19295	0.51
8.987	18713	0.49
8.988	16709	0.44
8.990	15854	0.42
8.992	17360	0.46
8.993	19038	0.50
8.995	18570	0.49
8.997	17513	0.46
8.998	17001	0.45
9.000	16945	0.45
9.002	17532	0.46
9.003	18450	0.49
9.005	19165	0.50
9.007	19515	0.51
9.008	20027	0.53
9.010	19975	0.53
9.012	18843	0.50
9.013	19209	0.51
9.015	19021	0.50
9.017	18436	0.48
9.018	18393	0.48
9.020	19337	0.51
9.022	19437	0.51
9.023	18425	0.48
9.025	17492	0.46
9.027	17639	0.46
9.028	16715	0.44
9.030	15788	0.42
9.032	16619	0.44
9.033	16932	0.45
9.035	16733	0.44
9.037	17559	0.46
9.038	19169	0.50
9.040	19559	0.51
9.042	18174	0.48
9.043	16455	0.43
9.045	15612	0.41
9.047	16392	0.43
9.048	16739	0.44
9.050	15729	0.41
9.052	13830	0.36
9.053	14369	0.38
9.055	14002	0.37
9.057	13460	0.35
9.058	14122	0.37
9.060	14398	0.38
9.062	15396	0.40
9.063	15756	0.41
9.065	14854	0.39
9.067	14032	0.37
9.068	14466	0.38
9.070	15335	0.40
9.072	15768	0.41
9.073	15287	0.40
9.075	16214	0.43
9.077	16877	0.44
9.078	15464	0.41
9.080	14589	0.38
9.082	14511	0.38
9.083	14768	0.39
9.085	15411	0.41
9.087	15513	0.41
9.088	15651	0.41
9.090	15939	0.42
9.092	16050	0.42
9.093	16295	0.43
9.095	15508	0.41
9.097	14083	0.37
9.098	14372	0.38
9.100	15208	0.40
9.102	15508	0.41
9.103	16136	0.42
9.105	17561	0.46
9.107	17081	0.45
9.108	15330	0.40
9.110	15375	0.40
9.112	16242	0.43
9.113	15939	0.42
9.115	15476	0.41
9.117	16373	0.43
9.118	17270	0.45
9.120	16838	0.44
9.122	17797	0.47
9.123	19811	0.52
9.125	21626	0.57
9.127	23584	0.62
9.128	29034	0.76
9.130	39797	1.05
9.132	56293	1.48
9.133	87228	2.29
9.135	143376	3.77
9.137	234728	6.17
9.138	387307	10.19
9.140	625063	16.44
9.142	951470	25.02
9.143	1364381	35.88
9.145	1839028	48.37
9.147	2329402	61.27
9.148	2814428	74.02
9.150	3274164	86.11
9.152	3612280	95.01
9.153	3772495	99.22
9.155	3802102	100.00
9.157	3677538	96.72
9.158	3404226	89.54
9.160	3044002	80.06
9.162	2583496	67.95
9.163	2068490	54.40
9.165	1593712	41.92
9.167	1179971	31.03
9.168	836163	21.99
9.170	582022	15.31
9.172	404933	10.65
9.173	285971	7.52
9.175	210085	5.53
9.177	159169	4.19
9.178	129683	3.41
9.180	110098	2.90
9.182	93344	2.46
9.183	81495	2.14
9.185	74046	1.95
9.187	67897	1.79
9.188	61167	1.61
9.190	55301	1.45
9.192	49923	1.31
9.193	44558	1.17
9.195	40967	1.08
9.197	38523	1.01
9.198	36844	0.97
9.200	36077	0.95
9.202	34256	0.90
9.203	31852	0.84
9.205	30050	0.79
9.207	29072	0.76
9.208	25880	0.68
9.210	23401	0.62
9.212	23394	0.62
9.213	24044	0.63
9.215	25280	0.66
9.217	23814	0.63
9.218	22145	0.58
9.220	23747	0.62
9.222	23842	0.63
9.223	24013	0.63
9.225	24006	0.63
9.227	22170	0.58
9.228	21290	0.56
9.230	21360	0.56
9.232	21831	0.57
9.233	21581	0.57
9.235	21311	0.56
9.237	21599	0.57
9.238	20998	0.55
9.240	19373	0.51
9.242	19323	0.51
9.243	20955	0.55
9.245	21174	0.56
9.247	20340	0.53
9.248	19557	0.51
9.250	18784	0.49
9.252	18562	0.49
9.253	19396	0.51
9.255	21492	0.57
9.257	22605	0.59
9.258	22694	0.60
9.260	22505	0.59
9.262	21977	0.58
9.263	21711	0.57
9.265	21268	0.56
9.267	20920	0.55
9.268	20724	0.55
9.270	20940	0.55
9.272	20868	0.55
9.273	20229	0.53
9.275	19459	0.51
9.277	17950	0.47
9.278	17662	0.46
9.280	17746	0.47
9.282	17852	0.47
9.283	19241	0.51
9.285	20388	0.54
9.287	19663	0.52
9.288	19761	0.52
9.290	18741	0.49
9.292	18828	0.50
9.293	18802	0.49
9.295	19013	0.50
9.297	18423	0.48
9.298	19002	0.50
9.300	20152	0.53
9.302	20337	0.53
9.303	20656	0.54
9.305	20277	0.53
9.307	19047	0.50
9.308	18329	0.48
9.310	19031	0.50
9.312	19331	0.51
9.313	19427	0.51
9.315	18635	0.49
9.317	18705	0.49
9.318	19629	0.52
9.320	19977	0.53
9.322	18525	0.49
9.323	16712	0.44
9.325	16855	0.44
9.327	18522	0.49
9.328	17616	0.46
9.330	17083	0.45
9.332	17192	0.45
9.333	17529	0.46
9.335	19676	0.52
9.337	21441	0.56
9.338	20818	0.55
9.340	20874	0.55
9.342	20225	0.53
9.343	18456	0.49
9.345	18726	0.49
9.347	19949	0.52
9.348	20316	0.53
9.350	20174	0.53
9.352	20155	0.53
9.353	21693	0.57
9.355	24639	0.65
9.357	26621	0.70
9.358	27011	0.71
9.360	26374	0.69
9.362	25324	0.67
9.363	24603	0.65
9.365	24363	0.64
9.367	24675	0.65
9.368	23806	0.63
9.370	21749	0.57
9.372	21881	0.58
9.373	22271	0.59
9.375	20067	0.53
9.377	18801	0.49
9.378	21010	0.55
9.380	21750	0.57
9.382	20721	0.54
9.383	20227	0.53
9.385	19478	0.51
9.387	18436	0.48
9.388	18525	0.49
9.390	17738	0.47
9.392	16757	0.44
9.393	17372	0.46
9.395	17568	0.46
9.397	17178	0.45
9.398	15566	0.41
9.400	16170	0.43
9.402	16817	0.44
9.403	17239	0.45
9.405	16640	0.44
9.407	16150	0.42
9.408	16207	0.43
9.410	15032	0.40
9.412	14098	0.37
9.413	14396	0.38
9.415	14881	0.39
9.417	14955	0.39
9.418	15316	0.40
9.420	16429	0.43
9.422	17908	0.47
9.423	17357	0.46
9.425	16982	0.45
9.427	17330	0.46
9.428	17674	0.46
9.430	19296	0.51
9.432	19498	0.51
9.433	19124	0.50
9.435	20450	0.54
9.437	19931	0.52
9.438	17819	0.47
9.440	18569	0.49
9.442	20171	0.53
9.443	20999	0.55
9.445	20471	0.54
9.447	20260	0.53
9.448	20496	0.54
9.450	19293	0.51
9.452	18175	0.48
9.453	18412	0.48
9.455	18840	0.50
9.457	17649	0.46
9.458	17626	0.46
9.460	18271	0.48
9.462	18203	0.48
9.463	19055	0.50
9.465	19426	0.51
9.467	17807	0.47
9.468	15555	0.41
9.470	15333	0.40
9.472	16828	0.44
9.473	16855	0.44
9.475	17067	0.45
9.477	17666	0.46
9.478	16087	0.42
9.480	15277	0.40
9.482	15784	0.42
9.483	16753	0.44
9.485	16607	0.44
9.487	16339	0.43
9.488	15872	0.42
9.490	14589	0.38
9.492	15058	0.40
9.493	14704	0.39
9.495	14218	0.37
9.497	15352	0.40
9.498	16671	0.44
9.500	17361	0.46
9.502	17543	0.46
9.503	16735	0.44
9.505	16191	0.43
9.507	16133	0.42
9.508	15201	0.40
9.510	13331	0.35
9.512	13109	0.34
9.513	14984	0.39
9.515	16729	0.44
9.517	17683	0.47
9.518	17767	0.47
9.520	18305	0.48
9.522	18399	0.48
9.523	17591	0.46
9.525	16880	0.44
9.527	18021	0.47
9.528	19111	0.50
9.530	17816	0.47
9.532	15748	0.41
9.533	16097	0.42
9.535	17697	0.47
9.537	17955	0.47
9.538	17175	0.45
9.540	17388	0.46
9.542	17786	0.47
9.543	16858	0.44
9.545	16227	0.43
9.547	17584	0.46
9.548	16665	0.44
9.550	15685	0.41
9.552	15301	0.40
9.553	14823	0.39
9.555	14791	0.39
9.557	15732	0.41
9.558	16432	0.43
9.560	15443	0.41
9.562	14956	0.39
9.563	16485	0.43
9.565	17943	0.47
9.567	18362	0.48
9.568	18124	0.48
9.570	17641	0.46
9.572	17748	0.47
9.573	17400	0.46
9.575	16684	0.44
9.577	15986	0.42
9.578	14982	0.39
9.580	14052	0.37
9.582	12651	0.33
9.583	13600	0.36
9.585	15460	0.41
9.587	15568	0.41
9.588	16290	0.43
9.590	16513	0.43
9.592	14996	0.39
9.593	14822	0.39
9.595	17060	0.45
9.597	17665	0.46
9.598	16099	0.42
9.600	15623	0.41
9.602	15273	0.40
9.603	16613	0.44
9.605	16986	0.45
9.607	15767	0.41
9.608	15893	0.42
9.610	16785	0.44
9.612	17733	0.47
9.613	18841	0.50
9.615	17972	0.47
9.617	16884	0.44
9.618	16880	0.44
9.620	17032	0.45
9.622	16765	0.44
9.623	16559	0.44
9.625	18020	0.47
9.627	19517	0.51
9.628	20010	0.53
9.630	19719	0.52
9.632	18731	0.49
9.633	17975	0.47
9.635	17454	0.46
9.637	17553	0.46
9.638	17361	0.46
9.640	17887	0.47
9.642	17796	0.47
9.643	17193	0.45
9.645	17682	0.47
9.647	18521	0.49
9.648	17838	0.47
9.650	17124	0.45
9.652	17208	0.45
9.653	17674	0.46
9.655	18197	0.48
9.657	17332	0.46
9.658	16227	0.43
9.660	16228	0.43
9.662	16187	0.43
9.663	16294	0.43
9.665	16275	0.43
9.667	16086	0.42
9.668	16560	0.44
9.670	17650	0.46
9.672	18760	0.49
9.673	19000	0.50
9.675	17767	0.47
9.677	16466	0.43
9.678	16618	0.44
9.680	17058	0.45
9.682	16785	0.44
9.683	16915	0.44
9.685	17276	0.45
9.687	16997	0.45
9.688	16381	0.43
9.690	16020	0.42
9.692	15849	0.42
9.693	15374	0.40
9.695	15546	0.41
9.697	15984	0.42
9.698	15260	0.40
9.700	15417	0.41
9.702	15706	0.41
9.703	14421	0.38
9.705	14447	0.38
9.707	15376	0.40
9.708	16118	0.42
9.710	17971	0.47
9.712	18484	0.49
9.713	16708	0.44
9.715	16426	0.43
9.717	18042	0.47
9.718	16738	0.44
9.720	16680	0.44
9.722	17641	0.46
9.723	18048	0.47
9.725	17703	0.47
9.727	16896	0.44
9.728	16374	0.43
9.730	16642	0.44
9.732	16887	0.44
9.733	18032	0.47
9.735	16985	0.45
9.737	15565	0.41
9.738	17730	0.47
9.740	17946	0.47
9.742	16834	0.44
9.743	16640	0.44
9.745	16615	0.44
9.747	15918	0.42
9.748	15113	0.40
9.750	16047	0.42
9.752	16796	0.44
9.753	17091	0.45
9.755	17943	0.47
9.757	18976	0.50
9.758	19098	0.50
9.760	17143	0.45
9.762	15659	0.41
9.763	16514	0.43
9.765	17026	0.45
9.767	16441	0.43
9.768	16483	0.43
9.770	16097	0.42
9.772	16541	0.44
9.773	18439	0.48
9.775	18259	0.48
9.777	16581	0.44
9.778	16187	0.43
9.780	17203	0.45
9.782	18580	0.49
9.783	19431	0.51
9.785	20413	0.54
9.787	21578	0.57
9.788	23144	0.61
9.790	25268	0.66
9.792	25893	0.68
9.793	25341	0.67
9.795	24960	0.66
9.797	26813	0.71
9.798	27688	0.73
9.800	26512	0.70
9.802	25313	0.67
9.803	25896	0.68
9.805	25465	0.67
9.807	23822	0.63
9.808	23946	0.63
9.810	24336	0.64
9.812	23268	0.61
9.813	21614	0.57
9.815	21536	0.57
9.817	21320	0.56
9.818	21264	0.56
9.820	21118	0.56
9.822	20937	0.55
9.823	20770	0.55
9.825	20670	0.54
9.827	19692	0.52
9.828	19047	0.50
9.830	20011	0.53
9.832	20591	0.54
9.833	20244	0.53
9.835	20349	0.54
9.837	20951	0.55
9.838	21421	0.56
9.840	22064	0.58
9.842	22366	0.59
9.843	21454	0.56
9.845	20377	0.54
9.847	19652	0.52
9.848	18958	0.50
9.850	18635	0.49
9.852	17775	0.47
9.853	16278	0.43
9.855	16044	0.42
9.857	16901	0.44
9.858	17563	0.46
9.860	19125	0.50
9.862	20746	0.55
9.863	22590	0.59
9.865	24098	0.63
9.867	24729	0.65
9.868	25834	0.68
9.870	28743	0.76
9.872	32554	0.86
9.873	35745	0.94
9.875	37754	0.99
9.877	39707	1.04
9.878	42447	1.12
9.880	44584	1.17
9.882	42859	1.13
9.883	39077	1.03
9.885	36455	0.96
9.887	34566	0.91
9.888	33234	0.87
9.890	31338	0.82
9.892	28122	0.74
9.893	24555	0.65
9.895	22097	0.58
9.897	22102	0.58
9.898	21985	0.58
9.900	20321	0.53
9.902	20214	0.53
9.903	20478	0.54
9.905	18929	0.50
9.907	17515	0.46
9.908	17055	0.45
9.910	17298	0.45
9.912	17839	0.47
9.913	17142	0.45
9.915	16561	0.44
9.917	16272	0.43
9.918	16064	0.42
9.920	15819	0.42
9.922	16350	0.43
9.923	15980	0.42
9.925	16452	0.43
9.927	18972	0.50
9.928	20145	0.53
9.930	19531	0.51
9.932	18470	0.49
9.933	17636	0.46
9.935	16671	0.44
9.937	15886	0.42
9.938	15951	0.42
9.940	16781	0.44
9.942	15740	0.41
9.943	14816	0.39
9.945	15524	0.41
9.947	17109	0.45
9.948	18397	0.48
9.950	18589	0.49
9.952	17666	0.46
9.953	17596	0.46
9.955	18042	0.47
9.957	17605	0.46
9.958	17459	0.46
9.960	17856	0.47
9.962	17802	0.47
9.963	17926	0.47
9.965	18057	0.47
9.967	19089	0.50
9.968	20867	0.55
9.970	21052	0.55
9.972	20863	0.55
9.973	22405	0.59
9.975	23178	0.61
9.977	22861	0.60
9.978	21217	0.56
9.980	20622	0.54
9.982	20527	0.54
9.983	21308	0.56
9.985	22330	0.59
9.987	23098	0.61
9.988	23981	0.63
9.990	23087	0.61
9.992	22400	0.59
9.993	22497	0.59
9.995	22495	0.59
9.997	21993	0.58
9.998	21460	0.56
10.000	21777	0.57
10.002	22466	0.59
10.003	23032	0.61
10.005	25528	0.67
10.007	28858	0.76
10.008	30582	0.80
10.010	31191	0.82
10.012	32443	0.85
10.013	33754	0.89
10.015	32706	0.86
10.017	32380	0.85
10.018	32241	0.85
10.020	30996	0.82
10.022	30064	0.79
10.023	27873	0.73
10.025	25787	0.68
10.027	24801	0.65
10.028	23469	0.62
10.030	22239	0.58
10.032	22160	0.58
10.033	21281	0.56
10.035	21420	0.56
10.037	21994	0.58
10.038	22963	0.60
10.040	24863	0.65
10.042	27583	0.73
10.043	29933	0.79
10.045	31092	0.82
10.047	32055	0.84
10.048	35134	0.92
10.050	36620	0.96
10.052	35793	0.94
10.053	34477	0.91
10.055	32492	0.85
10.057	31599	0.83
10.058	30882	0.81
10.060	30037	0.79
10.062	31396	0.83
10.063	31880	0.84
10.065	29113	0.77
10.067	27826	0.73
10.068	27563	0.72
10.070	25806	0.68
10.072	24989	0.66
10.073	25181	0.66
10.075	24596	0.65
10.077	23709	0.62
10.078	23824	0.63
10.080	24108	0.63
10.082	23745	0.62
10.083	22978	0.60
10.085	21161	0.56
10.087	19416	0.51
10.088	19665	0.52
10.090	21575	0.57
10.092	22904	0.60
10.093	22294	0.59
10.095	20286	0.53
10.097	19762	0.52
10.098	21312	0.56
10.100	22270	0.59
10.102	22199	0.58
10.103	22004	0.58
10.105	21488	0.57
10.107	21625	0.57
10.108	22162	0.58
10.110	22536	0.59
10.112	22149	0.58
10.113	21369	0.56
10.115	21680	0.57
10.117	22167	0.58
10.118	22221	0.58
10.120	21034	0.55
10.122	20190	0.53
10.123	19954	0.52
10.125	20925	0.55
10.127	21423	0.56
10.128	20053	0.53
10.130	19112	0.50
10.132	19881	0.52
10.133	19146	0.50
10.135	17974	0.47
10.137	18642	0.49
10.138	19178	0.50
10.140	20249	0.53
10.142	20870	0.55
10.143	19292	0.51
10.145	18268	0.48
10.147	19233	0.51
10.148	19431	0.51
10.150	18933	0.50
10.152	18389	0.48
10.153	18478	0.49
10.155	17913	0.47
10.157	16006	0.42
10.158	14565	0.38
10.160	13546	0.36
10.162	12478	0.33
10.163	11892	0.31
10.165	12639	0.33
10.167	13249	0.35
10.168	13000	0.34
10.170	12704	0.33
10.172	12754	0.34
10.173	14124	0.37
10.175	14200	0.37
10.177	13756	0.36
10.178	12854	0.34
10.180	12878	0.34
10.182	13158	0.35
10.183	13583	0.36
10.185	13928	0.37
10.187	14069	0.37
10.188	15121	0.40
10.190	16714	0.44
10.192	16301	0.43
10.193	14967	0.39
10.195	15215	0.40
10.197	14988	0.39
10.198	15411	0.41
10.200	16502	0.43
10.202	15926	0.42
10.203	13831	0.36
10.205	14240	0.37
10.207	13020	0.34
10.208	12359	0.33
10.210	13431	0.35
10.212	13800	0.36
10.213	12848	0.34
10.215	12547	0.33
10.217	12869	0.34
10.218	12438	0.33
10.220	12969	0.34
10.222	14308	0.38
10.223	13549	0.36
10.225	14241	0.37
10.227	16361	0.43
10.228	17541	0.46
10.230	17419	0.46
10.232	16294	0.43
10.233	15030	0.40
10.235	13983	0.37
10.237	14546	0.38
10.238	15560	0.41
10.240	14933	0.39
10.242	14239	0.37
10.243	14623	0.38
10.245	14343	0.38
10.247	15295	0.40
10.248	15054	0.40
10.250	14777	0.39
10.252	14195	0.37
10.253	14595	0.38
10.255	15474	0.41
10.257	16270	0.43
10.258	15671	0.41
10.260	14050	0.37
10.262	15220	0.40
10.263	16018	0.42
10.265	14978	0.39
10.267	14354	0.38
10.268	14149	0.37
10.270	14191	0.37
10.272	13902	0.37
10.273	13699	0.36
10.275	15085	0.40
10.277	16135	0.42
10.278	15228	0.40
10.280	14562	0.38
10.282	14916	0.39
10.283	14653	0.39
10.285	14611	0.38
10.287	15842	0.42
10.288	16026	0.42
10.290	15790	0.42
10.292	16353	0.43
10.293	16523	0.43
10.295	16728	0.44
10.297	16014	0.42
10.298	13742	0.36
10.300	13429	0.35
10.302	14910	0.39
10.303	14331	0.38
10.305	13752	0.36
10.307	15474	0.41
